PONTO,X (m),Y (m),Elevation (m),Slope (%),Mill,Season,Clay,Sand,Silt,OM,pH,P,K,Ca,Mg,H+Al,SEB,CEC,BS,S,B,Cu,Fe,Mn,Yield
G98,262153.566,7521710.227,644.000,24.623,SJM,Second Ratoon,215.000,691.000,94.000,12.000,5.800,42.000,1.000,21.000,15.000,18.000,37.200,55.200,67.000,,0.770,1.200,14.000,4.200,97.887
G99,262183.277,7521706.071,642.900,22.817,SJM,Second Ratoon,225.500,691.000,83.500,12.000,5.800,25.000,0.600,24.000,9.000,22.000,33.700,55.700,61.000,,0.590,1.400,17.000,4.900,93.999
G100,262212.988,7521701.916,642.100,21.259,SJM,Second Ratoon,213.500,701.000,85.500,11.000,5.200,26.000,0.500,18.000,5.000,31.000,23.600,54.600,43.000,,0.570,1.400,26.000,2.000,93.806
G101,262242.699,7521697.760,641.300,23.201,SJM,Second Ratoon,231.500,681.000,87.500,16.000,5.000,42.000,0.700,22.000,6.000,35.000,28.800,63.800,45.000,,0.480,1.600,76.000,4.500,94.034
G102,262272.410,7521693.604,642.800,14.509,SJM,Second Ratoon,261.500,633.000,105.500,11.000,5.100,42.000,0.700,17.000,8.000,31.000,25.800,56.800,45.000,,0.550,1.600,58.000,5.200,98.483
G103,262302.120,7521689.449,643.000,17.354,SJM,Second Ratoon,288.000,613.000,99.000,12.000,5.400,43.000,0.900,27.000,12.000,25.000,40.000,65.000,62.000,,0.500,1.500,54.000,4.300,100.636
G104,262331.831,7521685.293,643.500,12.224,SJM,Second Ratoon,286.000,602.000,112.000,12.000,5.400,50.000,0.900,27.000,12.000,26.000,40.000,66.000,61.000,,0.580,2.100,21.000,4.700,96.594
G105,262361.542,7521681.137,644.400,1.937,SJM,Second Ratoon,297.500,603.000,99.500,12.000,5.600,30.000,0.700,26.000,11.000,22.000,37.800,59.800,63.000,,0.870,1.500,38.000,4.600,78.883
G106,262391.253,7521676.982,643.200,10.975,SJM,Second Ratoon,278.500,615.000,106.500,10.000,5.100,27.000,1.500,20.000,8.000,26.000,29.700,55.700,53.000,,0.490,1.000,38.000,1.800,91.839
G107,262297.965,7521659.738,639.300,7.017,SJM,Second Ratoon,310.500,590.000,99.500,11.000,5.200,34.000,0.900,24.000,10.000,27.000,35.000,62.000,56.000,,0.490,1.600,46.000,4.200,75.542
G108,262268.254,7521663.894,639.200,8.515,SJM,Second Ratoon,293.500,618.000,88.500,11.000,5.500,24.000,0.700,20.000,12.000,24.000,32.800,56.800,58.000,,0.280,1.400,40.000,4.000,94.496
G109,262238.543,7521668.049,640.000,5.197,SJM,Second Ratoon,252.500,649.000,98.500,11.000,5.600,41.000,1.000,29.000,14.000,22.000,44.100,66.100,67.000,,0.630,1.400,29.000,6.100,88.773
G110,262208.832,7521672.205,638.000,18.308,SJM,Second Ratoon,238.500,689.000,72.500,11.000,5.500,39.000,0.700,24.000,9.000,27.000,33.800,60.800,56.000,,0.450,1.300,56.000,3.300,97.384
G111,262179.122,7521676.361,638.000,13.136,SJM,Second Ratoon,226.500,681.000,92.500,10.000,5.200,26.000,1.100,22.000,7.000,27.000,30.200,57.200,53.000,,0.390,1.500,60.000,3.500,98.388
G112,262149.411,7521680.516,637.000,13.826,SJM,Second Ratoon,243.500,675.000,81.500,12.000,5.100,50.000,1.200,23.000,8.000,35.000,32.300,67.300,48.000,,0.520,1.600,68.000,4.500,93.386
G113,262119.700,7521684.672,639.300,18.479,SJM,Second Ratoon,249.000,676.000,75.000,11.000,5.100,23.000,1.000,23.000,9.000,29.000,33.100,62.100,53.000,,0.390,1.200,40.000,2.800,92.516
G114,262115.544,7521654.961,636.000,3.919,SJM,Second Ratoon,255.000,630.000,115.000,14.000,5.800,92.000,0.800,40.000,12.000,18.000,52.900,70.900,75.000,,0.600,1.000,48.000,4.400,57.930
G115,262145.255,7521650.806,638.000,6.908,SJM,Second Ratoon,236.500,675.000,88.500,13.000,5.700,46.000,1.000,31.000,10.000,20.000,42.100,62.100,68.000,,0.550,1.200,48.000,3.600,72.339
G116,262174.966,7521646.650,637.000,10.534,SJM,Second Ratoon,253.000,662.000,85.000,12.000,5.600,66.000,1.100,59.000,11.000,21.000,71.100,92.100,77.000,,0.560,1.400,34.000,4.300,52.014
G117,262204.677,7521642.494,634.000,1.602,SJM,Second Ratoon,251.500,662.000,86.500,14.000,5.900,144.000,0.800,46.000,12.000,17.000,58.900,75.900,78.000,,0.570,1.600,86.000,5.400,76.746
G1,262827.982,7521767.356,639.300,5.165,SJM,Third Ratoon,251.000,677.000,72.000,8.00,4.80,8.00,0.60,17.00,5.00,23.00,22.70,45.70,50.00,,0.10,1.10,40.00,2.00,37.909
G2,262798.271,7521771.512,636.500,1.522,SJM,Third Ratoon,183.000,738.000,79.000,9.00,5.20,31.00,0.70,31.00,10.00,17.00,41.80,58.80,71.00,,0.10,1.10,62.00,4.20,45.681
G3,262768.560,7521775.668,638.900,8.129,SJM,Third Ratoon,160.500,743.000,96.500,9.00,5.50,17.00,0.60,28.00,11.00,16.00,39.70,55.70,71.00,,0.11,0.90,36.00,4.00,47.784
G4,262738.849,7521779.823,639.200,4.289,SJM,Third Ratoon,163.000,768.000,69.000,10.00,5.60,29.00,0.90,36.00,12.00,18.00,49.00,67.00,73.00,,0.27,1.50,66.00,5.00,52.309
G5,262709.139,7521783.979,640.200,8.047,SJM,Third Ratoon,170.000,757.000,73.000,10.00,5.80,29.00,0.80,38.00,15.00,14.00,53.90,67.90,79.00,,0.23,1.10,37.00,3.80,45.945
G6,262679.428,7521788.134,641.300,9.950,SJM,Third Ratoon,181.500,757.000,61.500,10.00,5.60,30.00,1.20,36.00,12.00,19.00,49.30,68.30,72.00,,0.16,1.10,58.00,4.60,46.232
G7,262649.717,7521792.290,640.500,7.380,SJM,Third Ratoon,190.500,724.000,85.500,9.00,5.60,42.00,0.30,36.00,12.00,18.00,48.40,66.40,73.00,,0.10,1.50,70.00,4.60,38.075
G8,262620.006,7521796.446,641.300,9.270,SJM,Third Ratoon,184.000,744.000,72.000,10.00,5.70,26.00,0.50,39.00,14.00,18.00,53.60,71.60,75.00,,0.17,1.30,56.00,3.80,55.311
G9,262590.296,7521800.601,642.300,10.743,SJM,Third Ratoon,208.000,717.000,75.000,10.00,5.60,8.00,0.40,34.00,11.00,20.00,45.50,65.50,69.00,,0.15,1.40,88.00,5.40,57.297
G10,262560.585,7521804.757,639.400,3.611,SJM,Third Ratoon,202.000,718.000,80.000,12.00,5.50,46.00,0.60,38.00,11.00,19.00,49.70,68.70,72.00,,0.14,1.20,76.00,3.80,56.646
G11,262530.874,7521808.913,641.600,13.791,SJM,Third Ratoon,226.000,670.000,104.000,9.00,5.70,43.00,0.70,32.00,14.00,17.00,46.80,63.80,73.00,,0.13,0.80,35.00,2.60,61.200
G12,262501.163,7521813.069,642.800,10.449,SJM,Third Ratoon,231.500,655.000,113.500,12.00,6.00,217.00,1.10,54.00,14.00,15.00,69.20,84.20,82.00,,0.15,1.20,60.00,5.40,60.192
G13,262471.453,7521817.224,641.300,9.326,SJM,Third Ratoon,203.000,704.000,93.000,8.00,5.70,13.00,1.70,29.00,9.00,17.00,39.80,56.80,70.00,,0.12,0.70,52.00,2.40,57.941
G14,262441.742,7521821.380,640.200,8.695,SJM,Third Ratoon,245.000,669.000,86.000,14.00,5.40,41.00,1.00,34.00,9.00,25.00,44.10,69.10,64.00,,0.45,1.90,94.00,3.80,67.957
G15,262412.031,7521825.535,638.200,4.315,SJM,Third Ratoon,254.000,653.000,93.000,9.00,5.40,34.00,1.20,28.00,11.00,21.00,40.20,61.20,66.00,,0.10,1.60,50.00,4.20,49.605
G16,262382.320,7521829.691,638.200,1.793,SJM,Third Ratoon,244.500,683.000,72.500,9.00,5.50,26.00,1.00,29.00,10.00,19.00,40.10,59.10,68.00,,0.49,1.20,46.00,3.40,51.233
G17,262352.609,7521833.847,638.200,3.559,SJM,Third Ratoon,254.000,665.000,81.000,9.00,5.40,22.00,0.60,28.00,11.00,20.00,39.70,59.70,66.00,,0.31,1.20,46.00,2.80,54.297
G18,262322.899,7521838.003,638.100,5.097,SJM,Third Ratoon,246.500,671.000,82.500,10.00,5.20,24.00,0.60,25.00,8.00,23.00,33.70,56.70,59.00,,0.13,1.20,64.00,3.00,54.304
G19,262293.188,7521842.158,638.200,5.680,SJM,Third Ratoon,217.500,681.000,101.500,12.00,4.90,59.00,0.70,21.00,8.00,23.00,29.80,52.80,56.00,,0.13,1.70,52.00,3.80,52.503
G20,262263.477,7521846.314,638.700,4.321,SJM,Third Ratoon,247.000,662.000,91.000,11.00,5.10,28.00,0.40,32.00,10.00,20.00,42.40,62.40,68.00,,0.10,1.10,60.00,4.00,55.049
G21,262233.766,7521850.470,637.200,8.481,SJM,Third Ratoon,239.000,668.000,93.000,10.00,5.00,32.00,0.50,24.00,8.00,24.00,32.60,56.60,58.00,,0.10,1.00,56.00,2.40,46.033
G22,262204.056,7521854.625,639.300,5.220,SJM,Third Ratoon,265.000,630.000,105.000,12.00,5.20,27.00,0.60,34.00,13.00,17.00,47.70,64.70,74.00,,0.14,1.30,54.00,4.00,51.999
G23,262174.345,7521858.781,638.000,9.218,SJM,Third Ratoon,233.500,679.000,87.500,9.00,5.00,12.00,1.10,21.00,8.00,20.00,30.20,50.20,60.00,,0.12,1.00,39.00,3.00,52.860
G24,262144.634,7521862.937,637.500,5.525,SJM,Third Ratoon,219.500,705.000,75.500,10.00,5.40,25.00,0.60,31.00,12.00,19.00,43.70,62.70,70.00,,0.23,1.30,54.00,4.20,54.780
G25,262114.923,7521867.092,636.500,6.298,SJM,Third Ratoon,223.500,699.000,77.500,9.00,5.30,13.00,1.10,22.00,8.00,18.00,31.10,49.10,63.00,,0.13,0.80,44.00,2.20,52.895
G26,262085.213,7521871.248,637.400,4.035,SJM,Third Ratoon,208.500,720.000,71.500,9.00,5.40,32.00,0.70,27.00,9.00,18.00,36.80,54.80,67.00,,0.12,1.30,52.00,4.60,58.975
G27,262081.057,7521841.537,639.300,4.547,SJM,Third Ratoon,214.500,709.000,76.500,10.00,5.40,38.00,0.50,30.00,9.00,20.00,39.60,59.60,66.00,,0.11,1.30,56.00,3.60,46.370
G28,262110.767,7521837.382,639.700,9.982,SJM,Third Ratoon,214.000,706.000,80.000,11.00,5.30,35.00,0.70,27.00,9.00,20.00,36.80,56.80,65.00,,0.13,1.00,54.00,4.00,48.448
G29,262140.478,7521833.226,639.700,5.812,SJM,Third Ratoon,232.500,682.000,85.500,11.00,5.50,39.00,0.70,42.00,13.00,16.00,55.80,71.80,78.00,,0.15,1.10,46.00,4.60,50.516
G30,262170.189,7521829.070,640.500,2.939,SJM,Third Ratoon,240.000,683.000,77.000,11.00,5.30,63.00,0.60,25.00,8.00,22.00,33.70,55.70,61.00,,0.12,1.30,86.00,4.20,51.174
G31,262199.900,7521824.915,640.700,0.949,SJM,Third Ratoon,244.500,665.000,90.500,12.00,5.20,24.00,0.60,25.00,8.00,22.00,33.70,55.70,61.00,,0.11,1.50,60.00,3.00,54.781
G32,262229.611,7521820.759,640.500,4.436,SJM,Third Ratoon,238.000,671.000,91.000,12.00,4.70,23.00,0.80,29.00,11.00,24.00,40.90,64.90,63.00,,0.13,1.10,58.00,3.80,51.973
G33,262259.321,7521816.603,639.700,1.488,SJM,Third Ratoon,241.000,677.000,82.000,13.00,4.70,29.00,0.80,23.00,7.00,27.00,30.90,57.90,53.00,,0.14,1.40,64.00,4.00,42.751
G34,262289.032,7521812.448,640.300,4.091,SJM,Third Ratoon,239.000,675.000,86.000,13.00,4.80,80.00,0.50,24.00,8.00,26.00,32.50,58.50,56.00,,0.17,1.40,60.00,3.00,40.893
G35,262318.743,7521808.292,640.200,3.563,SJM,Third Ratoon,227.500,703.000,69.500,12.00,5.20,53.00,1.40,31.00,13.00,20.00,45.50,65.50,69.00,,0.11,1.20,44.00,5.00,42.571
G36,262348.454,7521804.136,639.800,5.214,SJM,Third Ratoon,235.500,679.000,85.500,14.00,5.20,61.00,0.60,32.00,8.00,25.00,40.70,65.70,62.00,,0.12,2.00,70.00,3.80,38.253
G37,262378.164,7521799.980,639.300,2.755,SJM,Third Ratoon,262.000,656.000,82.000,12.00,5.10,46.00,1.10,27.00,9.00,25.00,37.20,62.20,60.00,,0.18,1.60,50.00,3.80,37.121
G38,262407.875,7521795.825,639.300,5.069,SJM,Third Ratoon,245.500,657.000,97.500,11.00,5.10,35.00,0.90,26.00,9.00,23.00,36.00,59.00,61.00,,0.53,1.50,62.00,5.20,38.869
G39,262437.586,7521791.669,638.600,2.975,SJM,Third Ratoon,259.000,631.000,110.000,11.00,5.50,32.00,0.40,34.00,12.00,19.00,46.50,65.50,71.00,,0.47,1.30,39.00,3.20,49.980
G40,262467.297,7521787.513,638.500,2.849,SJM,Third Ratoon,240.500,645.000,114.500,12.00,5.50,55.00,1.20,41.00,15.00,18.00,57.30,75.30,76.00,,0.13,1.10,62.00,5.80,52.847
G41,262497.008,7521783.358,638.300,3.179,SJM,Third Ratoon,248.000,660.000,92.000,13.00,5.50,55.00,0.60,39.00,8.00,22.00,47.70,69.70,68.00,,0.10,1.00,54.00,4.80,44.228
G42,262526.719,7521779.202,638.500,7.809,SJM,Third Ratoon,205.500,709.000,85.500,10.00,5.30,31.00,0.60,29.00,8.00,21.00,37.70,58.70,64.00,,0.09,1.20,68.00,4.00,52.548
G43,262556.429,7521775.046,639.200,6.236,SJM,Third Ratoon,187.500,726.000,86.500,11.00,5.30,53.00,0.80,31.00,10.00,19.00,41.90,60.90,69.00,,0.28,1.20,62.00,4.60,42.700
G44,262586.140,7521770.891,638.100,4.771,SJM,Third Ratoon,191.000,734.000,75.000,10.00,5.40,59.00,0.50,28.00,11.00,18.00,39.60,57.60,69.00,,0.13,1.30,70.00,5.00,51.110
G45,262615.851,7521766.735,638.400,3.385,SJM,Third Ratoon,192.000,742.000,66.000,9.00,5.60,43.00,0.40,30.00,11.00,17.00,41.50,58.50,71.00,,0.36,0.90,42.00,4.20,51.120
G46,262645.562,7521762.579,637.700,5.206,SJM,Third Ratoon,168.500,748.000,83.500,9.00,5.70,48.00,0.80,34.00,10.00,16.00,44.90,60.90,74.00,,0.15,1.00,54.00,3.20,40.435
G47,262675.272,7521758.424,636.700,8.504,SJM,Third Ratoon,182.000,742.000,76.000,13.00,5.70,47.00,0.80,36.00,14.00,14.00,50.80,64.80,78.00,,0.19,0.90,34.00,3.40,41.673
G48,262704.983,7521754.268,637.200,6.986,SJM,Third Ratoon,171.000,754.000,75.000,10.00,5.90,70.00,0.80,36.00,12.00,16.00,48.90,64.90,75.00,,0.16,1.60,56.00,3.80,43.567
G49,262734.694,7521750.112,637.100,5.476,SJM,Third Ratoon,184.000,737.000,79.000,9.00,5.80,51.00,0.50,31.00,11.00,18.00,42.60,60.60,70.00,,0.16,1.00,39.00,2.80,51.315
G50,262641.406,7521732.869,639.300,5.831,SJM,Third Ratoon,175.500,756.000,68.500,10.00,5.80,29.00,0.90,34.00,15.00,16.00,50.00,66.00,76.00,,0.22,0.90,42.00,2.80,83.428
G51,262611.695,7521737.024,639.800,4.552,SJM,Third Ratoon,163.500,764.000,72.500,10.00,5.80,30.00,0.80,34.00,14.00,16.00,48.90,64.90,75.00,,0.19,1.00,60.00,3.60,73.546
G52,262581.984,7521741.180,640.300,3.895,SJM,Third Ratoon,186.500,742.000,71.500,10.00,5.80,46.00,0.40,28.00,10.00,17.00,38.50,55.50,69.00,,0.15,1.10,70.00,4.00,71.093
G53,262552.273,7521745.336,640.300,16.060,SJM,Third Ratoon,197.500,722.000,80.500,9.00,5.80,28.00,0.60,35.00,16.00,15.00,51.70,66.70,78.00,,0.15,0.90,42.00,4.00,70.845
G54,262522.563,7521749.491,641.700,19.712,SJM,Third Ratoon,198.000,705.000,97.000,11.00,5.80,49.00,0.70,41.00,15.00,17.00,56.80,73.80,77.00,,0.18,1.20,74.00,4.20,63.468
G55,262492.852,7521753.647,639.600,5.676,SJM,Third Ratoon,240.000,673.000,87.000,10.00,5.70,28.00,0.90,30.00,10.00,19.00,41.00,60.00,68.00,,0.29,0.90,60.00,2.40,63.013
G56,262463.141,7521757.803,640.300,6.334,SJM,Third Ratoon,210.000,683.000,107.000,9.00,5.30,42.00,1.20,25.00,8.00,22.00,34.30,56.30,61.00,,0.14,1.40,98.00,7.80,63.539
G57,262433.430,7521761.958,640.800,5.448,SJM,Third Ratoon,256.500,649.000,94.500,29.00,5.30,72.00,1.10,25.00,7.00,26.00,33.20,59.20,56.00,,0.19,2.60,130.00,5.60,64.161
G58,262403.720,7521766.114,639.700,11.792,SJM,Third Ratoon,290.000,602.000,108.000,12.00,5.30,28.00,1.40,37.00,13.00,24.00,51.50,75.50,68.00,,0.21,1.20,88.00,5.80,62.126
G59,262374.009,7521770.270,639.000,7.946,SJM,Third Ratoon,299.000,608.000,93.000,13.00,5.00,41.00,0.60,35.00,12.00,20.00,47.70,67.70,70.00,,0.21,1.50,66.00,4.40,63.268
G60,262344.298,7521774.425,639.700,12.255,SJM,Third Ratoon,253.500,645.000,101.500,13.00,5.10,34.00,1.10,32.00,10.00,22.00,43.20,65.20,66.00,,0.18,1.60,64.00,4.40,67.003
G61,262314.587,7521778.581,639.100,12.832,SJM,Third Ratoon,243.000,685.000,72.000,13.00,5.20,61.00,0.60,39.00,11.00,21.00,50.70,71.70,71.00,,0.18,1.40,62.00,4.00,72.201
G62,262284.876,7521782.737,639.400,11.612,SJM,Third Ratoon,231.000,672.000,97.000,13.00,5.30,58.00,0.80,42.00,10.00,20.00,52.90,72.90,73.00,,0.14,1.80,74.00,4.80,70.591
G63,262255.166,7521786.893,639.100,10.473,SJM,Third Ratoon,246.500,644.000,109.500,10.00,5.30,26.00,0.40,29.00,9.00,21.00,38.50,59.50,65.00,,0.28,1.20,58.00,2.60,67.383
G64,262225.455,7521791.048,638.700,12.165,SJM,Third Ratoon,249.000,648.000,103.000,13.00,5.20,46.00,0.90,30.00,10.00,22.00,41.00,63.00,65.00,,0.33,1.40,72.00,4.40,72.940
G65,262195.744,7521795.204,639.300,16.545,SJM,Third Ratoon,232.000,670.000,98.000,10.00,5.10,21.00,0.60,29.00,7.00,21.00,36.70,57.70,64.00,,0.19,1.00,56.00,2.80,66.153
G66,262166.034,7521799.360,638.800,13.853,SJM,Third Ratoon,224.000,690.000,86.000,10.00,4.90,15.00,0.60,20.00,6.00,24.00,26.70,50.70,53.00,,0.18,1.20,54.00,2.40,71.552
G67,262136.323,7521803.515,639.700,6.448,SJM,Third Ratoon,222.500,681.000,96.500,9.00,5.20,49.00,0.50,31.00,10.00,19.00,41.60,60.60,69.00,,0.21,1.20,68.00,4.20,75.080
G68,262106.612,7521807.671,640.300,6.013,SJM,Third Ratoon,239.500,662.000,98.500,10.00,5.00,23.00,0.60,27.00,7.00,21.00,34.70,55.70,62.00,,0.13,0.60,48.00,2.40,76.143
G69,262102.456,7521777.960,637.700,1.451,SJM,Third Ratoon,208.000,712.000,80.000,10.00,5.40,16.00,0.30,27.00,12.00,19.00,39.40,58.40,67.00,,0.21,0.70,44.00,2.80,61.730
G70,262132.167,7521773.804,638.000,7.336,SJM,Third Ratoon,230.000,685.000,85.000,10.00,5.20,18.00,0.60,26.00,10.00,21.00,36.70,57.70,64.00,,0.16,0.90,52.00,3.20,64.692
G71,262161.878,7521769.649,637.000,16.998,SJM,Third Ratoon,215.500,678.000,106.500,12.00,4.70,18.00,0.50,24.00,8.00,23.00,32.60,55.60,59.00,,0.21,1.10,72.00,3.40,64.729
G72,262191.588,7521765.493,636.200,20.422,SJM,Third Ratoon,218.500,682.000,99.500,11.00,4.80,20.00,0.50,24.00,7.00,24.00,31.60,55.60,57.00,,0.27,1.60,70.00,3.20,64.274
G73,262221.299,7521761.337,637.500,20.705,SJM,Third Ratoon,203.000,693.000,104.000,12.00,4.70,27.00,1.30,24.00,7.00,29.00,32.40,61.40,53.00,,0.17,1.20,74.00,3.80,75.514
G74,262251.010,7521757.182,637.500,23.713,SJM,Third Ratoon,231.000,668.000,101.000,11.00,5.00,20.00,0.60,20.00,6.00,24.00,26.70,50.70,53.00,,0.21,1.20,78.00,3.00,67.969
G75,262280.721,7521753.026,636.900,11.012,SJM,Third Ratoon,256.000,683.000,61.000,18.00,5.10,30.00,0.50,32.00,11.00,22.00,43.60,65.60,66.00,,0.28,1.30,56.00,3.40,66.023
G76,262310.432,7521748.870,636.600,17.013,SJM,Third Ratoon,252.000,657.000,91.000,12.00,5.00,45.00,1.00,25.00,7.00,26.00,33.10,59.10,56.00,,0.17,2.00,74.00,4.20,66.286
G77,262340.142,7521744.715,636.100,13.286,SJM,Third Ratoon,267.500,611.000,121.500,10.00,4.80,17.00,0.50,23.00,6.00,30.00,29.60,59.60,50.00,,0.14,1.30,76.00,4.00,69.396
G78,262369.853,7521740.559,637.000,7.943,SJM,Third Ratoon,287.000,588.000,125.000,12.00,5.10,32.00,1.30,36.00,9.00,28.00,46.40,74.40,62.00,,0.19,1.50,86.00,4.00,60.717
G79,262399.564,7521736.403,635.800,8.067,SJM,Third Ratoon,261.000,624.000,115.000,11.00,4.90,28.00,0.80,24.00,7.00,29.00,31.90,60.90,52.00,,0.16,1.20,80.00,4.20,57.072
G80,262429.275,7521732.248,636.000,6.528,SJM,Third Ratoon,258.500,636.000,105.500,12.00,4.90,124.00,1.80,30.00,7.00,29.00,38.90,67.90,57.00,,0.15,3.40,116.00,5.40,63.008
G81,262458.986,7521728.092,635.200,10.838,SJM,Third Ratoon,238.000,661.000,101.000,11.00,5.30,33.00,0.50,27.00,10.00,22.00,37.50,59.50,63.00,,0.17,0.80,50.00,3.20,71.102
G82,262488.696,7521723.936,634.700,14.738,SJM,Third Ratoon,233.000,678.000,89.000,12.00,5.30,116.00,1.10,50.00,20.00,17.00,71.20,88.20,81.00,,0.22,0.90,60.00,5.20,62.627
G83,262518.407,7521719.781,631.000,27.190,SJM,Third Ratoon,210.000,698.000,92.000,9.00,5.50,55.00,0.50,38.00,14.00,18.00,52.60,70.60,75.00,,0.17,1.00,54.00,4.00,74.302
G84,262548.118,7521715.625,633.000,22.470,SJM,Third Ratoon,199.000,719.000,82.000,11.00,5.50,52.00,0.70,36.00,9.00,20.00,45.80,65.80,70.00,,0.32,1.10,80.00,4.40,67.570
G85,262454.830,7521698.381,636.500,8.063,SJM,Third Ratoon,251.000,668.000,81.000,10.00,5.60,128.00,0.70,40.00,13.00,18.00,53.80,71.80,75.00,,0.26,1.00,1.00,4.40,56.695
G86,262425.119,7521702.537,638.700,19.216,SJM,Third Ratoon,259.500,612.000,128.500,13.00,5.90,469.00,1.60,69.00,24.00,15.00,94.70,109.70,86.00,,0.23,1.60,78.00,6.00,72.921
G87,262395.408,7521706.693,643.000,19.937,SJM,Third Ratoon,285.500,618.000,96.500,10.00,5.90,50.00,0.60,42.00,14.00,17.00,56.70,73.70,77.00,,0.16,1.30,54.00,3.60,67.068
G88,262365.698,7521710.848,642.500,18.468,SJM,Third Ratoon,302.500,601.000,96.500,11.00,5.60,78.00,1.60,32.00,9.00,23.00,42.70,65.70,65.00,,0.16,1.20,74.00,4.00,56.242
G89,262335.987,7521715.004,645.000,19.171,SJM,Third Ratoon,285.000,615.000,100.000,12.00,5.60,50.00,0.50,40.00,13.00,21.00,53.60,74.60,72.00,,0.29,1.80,110.00,4.00,62.780
G90,262306.276,7521719.159,645.600,16.713,SJM,Third Ratoon,264.500,638.000,97.500,11.00,5.40,76.00,0.70,38.00,8.00,24.00,46.70,70.70,66.00,,0.22,1.70,48.00,7.60,68.143
G91,262276.565,7521723.315,643.500,15.614,SJM,Third Ratoon,245.500,652.000,102.500,11.00,5.00,32.00,0.90,27.00,8.00,30.00,36.00,66.00,55.00,,0.18,0.90,70.00,2.00,66.699
G92,262246.854,7521727.471,647.300,9.231,SJM,Third Ratoon,245.000,669.000,86.000,9.00,5.00,31.00,0.70,31.00,8.00,24.00,39.80,63.80,62.00,,0.21,1.00,70.00,3.00,65.777
G93,262217.144,7521731.626,645.700,15.056,SJM,Third Ratoon,234.500,691.000,74.500,9.00,5.10,37.00,0.50,30.00,9.00,23.00,39.60,62.60,63.00,,0.17,1.50,56.00,3.40,74.929
G94,262187.433,7521735.782,645.900,20.096,SJM,Third Ratoon,222.500,698.000,79.500,11.00,5.30,25.00,0.90,27.00,9.00,23.00,37.00,60.00,62.00,,0.19,1.00,66.00,4.40,64.749
G95,262157.722,7521739.938,646.000,20.906,SJM,Third Ratoon,226.000,681.000,93.000,12.00,5.30,38.00,0.60,34.00,11.00,22.00,45.70,67.70,68.00,,0.28,1.40,56.00,2.80,76.537
G96,262128.011,7521744.094,643.300,20.023,SJM,Third Ratoon,225.000,688.000,87.000,11.00,4.90,61.00,1.30,43.00,12.00,26.00,56.40,82.40,68.00,,0.26,1.30,84.00,6.40,65.453
G97,262123.856,7521714.383,643.000,12.672,SJM,Third Ratoon,212.500,708.000,79.500,9.00,5.50,71.00,1.50,50.00,21.00,15.00,72.60,87.60,83.00,,0.23,1.00,31.00,4.60,81.702
G98,262153.566,7521710.227,644.000,24.623,SJM,Third Ratoon,215.000,691.000,94.000,10.00,5.50,51.00,0.90,41.00,13.00,21.00,54.90,75.90,72.00,,0.42,1.20,54.00,3.20,74.288
G99,262183.277,7521706.071,642.900,22.817,SJM,Third Ratoon,225.500,691.000,83.500,10.00,5.30,33.00,0.60,36.00,9.00,23.00,45.70,68.70,67.00,,0.41,1.10,72.00,4.20,69.120
G100,262212.988,7521701.916,642.100,21.259,SJM,Third Ratoon,213.500,701.000,85.500,10.00,5.00,33.00,0.70,25.00,6.00,23.00,31.80,54.80,58.00,,0.18,1.10,104.00,4.20,69.410
G101,262242.699,7521697.760,641.300,23.201,SJM,Third Ratoon,231.500,681.000,87.500,10.00,4.80,41.00,0.70,35.00,8.00,28.00,43.70,71.70,61.00,,0.22,1.10,102.00,4.60,59.023
G102,262272.410,7521693.604,642.800,14.509,SJM,Third Ratoon,261.500,633.000,105.500,12.00,4.90,52.00,0.60,39.00,9.00,25.00,48.60,73.60,66.00,,0.22,1.10,64.00,3.80,66.092
G103,262302.120,7521689.449,643.000,17.354,SJM,Third Ratoon,288.000,613.000,99.000,12.00,5.20,32.00,0.80,43.00,16.00,21.00,59.90,80.90,74.00,,0.20,1.20,64.00,4.00,63.286
G104,262331.831,7521685.293,643.500,12.224,SJM,Third Ratoon,286.000,602.000,112.000,14.00,5.40,81.00,0.80,49.00,17.00,22.00,66.90,88.90,75.00,,0.32,2.00,84.00,7.00,62.668
G105,262361.542,7521681.137,644.400,1.937,SJM,Third Ratoon,297.500,603.000,99.500,12.00,5.20,52.00,0.80,42.00,14.00,22.00,56.90,78.90,72.00,,0.21,1.20,64.00,3.40,58.127
G106,262391.253,7521676.982,643.200,10.975,SJM,Third Ratoon,278.500,615.000,106.500,14.00,5.10,39.00,1.30,40.00,11.00,25.00,52.40,77.40,68.00,,0.18,1.00,78.00,2.80,56.513
G107,262297.965,7521659.738,639.300,7.017,SJM,Third Ratoon,310.500,590.000,99.500,12.00,5.10,62.00,0.80,39.00,13.00,26.00,52.90,78.90,67.00,,0.24,1.40,70.00,4.60,73.077
G108,262268.254,7521663.894,639.200,8.515,SJM,Third Ratoon,293.500,618.000,88.500,13.00,5.10,57.00,0.60,36.00,11.00,26.00,47.70,73.70,65.00,,0.23,1.30,90.00,4.00,70.068
G109,262238.543,7521668.049,640.000,5.197,SJM,Third Ratoon,252.500,649.000,98.500,8.00,5.30,70.00,0.90,52.00,16.00,20.00,69.00,89.00,78.00,,0.27,1.30,64.00,5.40,73.184
